0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.778000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.777000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.777000,0.000000,0.000000,0.000000,1.778000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-5.333000,-8.000000,-3.555000,-8.000000,-5.333000,-6.000000,-1.778000,0.000000,5.334000,-4.000000,-5.333000,-12.000000,0.000000,-6.000000,-5.333000,-2.000000,1.778000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.000000,0.000000,0.000000,0.000000,0.000000,-7.112000,-8.000000,-7.111000,-10.000000,-3.556000,-8.000000,-8.889000,-10.000000
8.889000,-28.000000,1.778000,-24.000000,-3.556000,-24.000000,0.000000,-16.000000,7.111000,-2.000000,8.889000,-22.000000,23.111000,-26.000000,24.889000,2.000000,3.556000,-12.000000,0.000000,0.000000,0.000000,0.000000,7.111000,-20.000000,0.000000,0.000000,0.000000,0.000000,7.111000,-26.000000,10.667000,-28.000000,3.556000,-28.000000,7.111000,-28.000000
37.334000,-34.000000,19.556000,-32.000000,16.000000,-30.000000,19.556000,-22.000000,39.111000,-2.000000,21.333000,-34.000000,28.445000,-34.000000,46.223000,-10.000000,19.556000,-22.000000,220.444000,92.000000,0.000000,0.000000,17.778000,-28.000000,243.556000,100.000000,0.000000,0.000000,37.333000,-30.000000,37.333000,-32.000000,30.222000,-32.000000,-0.000000,-0.000000
56.889000,-34.000000,33.778000,-34.000000,39.111000,-32.000000,44.444000,-16.000000,78.223000,0.000000,28.444000,-32.000000,33.778000,-30.000000,56.889000,-4.000000,35.556000,-20.000000,245.333000,98.000000,0.000000,0.000000,26.667000,-26.000000,247.111000,94.000000,0.000000,0.000000,56.888000,-30.000000,-0.000000,-0.000000,49.778000,-32.000000,-0.000000,-0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17.778000,6.000000,17.778000,4.000000,17.778000,4.000000,16.000000,4.000000,7.111000,14.000000,19.555000,2.000000,-0.000000,-0.000000,-0.000000,-0.000000,14.222000,6.000000,-0.000000,-0.000000,0.000000,0.000000,14.222000,4.000000,-0.000000,-0.000000,0.000000,0.000000,16.000000,2.000000,295.111000,12.000000,17.777000,2.000000,0.000000,0.000000
